BGC0000144_protein_12	BGC0000315_protein_37
BGC0000144_protein_12	BGC0001440_protein_10
BGC0000144_protein_12	BGC0000914_protein_8
BGC0000144_protein_12	BGC0002037_protein_8
BGC0000144_protein_12	BGC0002090_protein_15
BGC0000144_protein_12	BGC0000091_protein_11
BGC0000144_protein_12	BGC0001063_protein_12
BGC0000144_protein_12	BGC0001574_protein_2
BGC0000144_protein_12	BGC0001903_protein_5
BGC0000144_protein_12	BGC0002381_protein_21
BGC0000144_protein_12	BGC0002554_protein_5
BGC0000144_protein_12	BGC0002711_protein_5
BGC0000144_protein_12	BGC0001288_protein_27
BGC0000144_protein_12	BGC0000001_protein_8
BGC0000144_protein_12	BGC0002124_protein_25
BGC0000144_protein_12	BGC0000036_protein_35
BGC0000144_protein_12	BGC0000133_protein_26
BGC0000144_protein_12	BGC0000140_protein_7
BGC0000144_protein_12	BGC0000162_protein_27
BGC0000144_protein_12	BGC0001183_protein_21
BGC0000144_protein_12	BGC0001204_protein_20
BGC0000144_protein_12	BGC0001694_protein_19
BGC0000144_protein_12	BGC0000163_protein_30
BGC0000144_protein_12	BGC0000164_protein_21
BGC0000144_protein_12	BGC0000163_protein_35
BGC0000144_protein_12	BGC0001492_protein_9
BGC0000144_protein_12	BGC0002677_protein_16
BGC0000144_protein_12	BGC0001433_protein_35
BGC0000144_protein_12	BGC0000922_protein_7
BGC0000144_protein_12	BGC0001675_protein_23
BGC0000144_protein_12	BGC0001810_protein_9
BGC0000144_protein_12	BGC0001675_protein_11
BGC0000144_protein_12	BGC0002453_protein_30
BGC0000144_protein_12	BGC0001036_protein_6
BGC0000144_protein_12	BGC0000394_protein_7
BGC0000144_protein_12	BGC0000414_protein_10
BGC0000144_protein_12	BGC0001042_protein_30
BGC0000144_protein_12	BGC0000838_protein_28
BGC0000144_protein_12	BGC0001525_protein_4
BGC0000144_protein_12	BGC0001091_protein_15
BGC0000144_protein_12	BGC0001150_protein_8
BGC0000144_protein_12	BGC0000243_protein_10
BGC0000144_protein_12	BGC0000189_protein_5
BGC0000144_protein_12	BGC0001150_protein_11
BGC0000144_protein_12	BGC0001651_protein_8
BGC0000144_protein_12	BGC0002069_protein_9
BGC0000144_protein_12	BGC0001903_protein_9
BGC0000144_protein_12	BGC0001896_protein_7
BGC0000144_protein_12	BGC0002554_protein_1
BGC0000144_protein_12	BGC0000922_protein_6
BGC0000144_protein_12	BGC0002711_protein_1
BGC0000144_protein_12	BGC0002532_protein_2
BGC0000144_protein_35	BGC0000144_protein_35
BGC0000144_protein_42	BGC0000144_protein_42
BGC0000144_protein_44	BGC0000144_protein_44
BGC0000144_protein_44	BGC0002349_protein_39
BGC0000144_protein_44	BGC0001619_protein_10
BGC0000144_protein_44	BGC0000002_protein_20
BGC0000144_protein_48	BGC0000144_protein_48
BGC0000145_protein_1	BGC0000145_protein_1
BGC0000145_protein_7	BGC0000145_protein_7
BGC0000145_protein_7	BGC0001928_protein_3
BGC0000145_protein_7	BGC0000213_protein_1
BGC0000145_protein_7	BGC0000925_protein_14
BGC0000145_protein_7	BGC0001073_protein_3
BGC0000145_protein_7	BGC0000197_protein_12
BGC0000145_protein_7	BGC0000216_protein_24
BGC0000145_protein_7	BGC0000247_protein_19
BGC0000145_protein_7	BGC0002081_protein_15
BGC0000145_protein_7	BGC0002129_protein_16
BGC0000145_protein_7	BGC0002461_protein_2
BGC0000145_protein_7	BGC0000193_protein_10
BGC0000145_protein_7	BGC0000199_protein_4
BGC0000145_protein_7	BGC0001074_protein_19
BGC0000145_protein_7	BGC0001852_protein_4
BGC0000145_protein_7	BGC0000210_protein_1
BGC0000145_protein_7	BGC0001061_protein_31
BGC0000145_protein_7	BGC0002137_protein_6
BGC0000145_protein_7	BGC0000196_protein_7
BGC0000145_protein_7	BGC0000209_protein_11
BGC0000145_protein_7	BGC0000254_protein_14
BGC0000145_protein_7	BGC0001439_protein_29
BGC0000145_protein_7	BGC0000264_protein_13
BGC0000145_protein_7	BGC0000274_protein_27
BGC0000145_protein_7	BGC0001622_protein_14
BGC0000145_protein_7	BGC0000261_protein_10
BGC0000145_protein_7	BGC0001386_protein_12
BGC0000145_protein_7	BGC0001940_protein_13
BGC0000145_protein_7	BGC0002497_protein_6
BGC0000145_protein_7	BGC0001784_protein_22
BGC0000145_protein_7	BGC0002642_protein_13
BGC0000145_protein_7	BGC0000159_protein_25
BGC0000145_protein_7	BGC0001381_protein_37
BGC0000145_protein_7	BGC0001826_protein_3
BGC0000145_protein_7	BGC0002122_protein_3
BGC0000145_protein_7	BGC0000877_protein_32
BGC0000145_protein_8	BGC0000145_protein_8
BGC0000145_protein_8	BGC0001928_protein_6
BGC0000145_protein_10	BGC0000145_protein_10
BGC0000145_protein_10	BGC0000903_protein_5
BGC0000145_protein_11	BGC0000145_protein_11
BGC0000145_protein_11	BGC0000262_protein_27
BGC0000145_protein_21	BGC0000145_protein_21
BGC0000147_protein_1	BGC0000147_protein_1
BGC0000147_protein_2	BGC0000147_protein_2
BGC0000147_protein_6	BGC0000147_protein_6
BGC0000147_protein_9	BGC0000147_protein_9
BGC0000147_protein_9	BGC0000914_protein_2
BGC0000147_protein_11	BGC0000147_protein_11
BGC0000350_protein_21	BGC0000350_protein_21
BGC0000350_protein_21	BGC0000935_protein_17
BGC0000350_protein_21	BGC0001302_protein_23
BGC0000350_protein_22	BGC0000350_protein_22
BGC0000350_protein_22	BGC0002713_protein_2
BGC0000350_protein_24	BGC0000350_protein_24
BGC0000350_protein_25	BGC0000350_protein_25
BGC0000352_protein_2	BGC0000352_protein_2
BGC0000352_protein_8	BGC0000352_protein_8
BGC0000352_protein_8	BGC0002473_protein_8
BGC0000352_protein_8	BGC0000093_protein_71
BGC0000352_protein_8	BGC0002566_protein_2
BGC0000352_protein_8	BGC0001587_protein_2
BGC0000352_protein_8	BGC0002568_protein_7
BGC0000352_protein_8	BGC0002567_protein_1
BGC0000352_protein_8	BGC0001658_protein_9
BGC0000352_protein_8	BGC0000167_protein_19
BGC0000352_protein_8	BGC0001770_protein_11
BGC0000352_protein_8	BGC0002376_protein_37
BGC0000352_protein_8	BGC0002517_protein_6
BGC0000352_protein_8	BGC0000202_protein_38
BGC0000352_protein_8	BGC0001597_protein_23
BGC0000352_protein_8	BGC0002019_protein_23
BGC0000352_protein_8	BGC0002430_protein_46
BGC0000352_protein_8	BGC0000694_protein_13
BGC0000352_protein_8	BGC0001891_protein_6
BGC0000352_protein_8	BGC0002499_protein_10
BGC0000352_protein_8	BGC0001408_protein_1
BGC0000352_protein_8	BGC0001690_protein_1
BGC0000352_protein_8	BGC0002466_protein_20
BGC0000352_protein_8	BGC0002527_protein_1
BGC0000352_protein_8	BGC0000943_protein_11
BGC0000352_protein_8	BGC0000946_protein_5
BGC0000352_protein_8	BGC0002327_protein_20
BGC0000352_protein_8	BGC0002370_protein_2
BGC0000352_protein_8	BGC0000883_protein_25
BGC0000352_protein_8	BGC0001778_protein_1
BGC0000352_protein_8	BGC0000291_protein_20
BGC0000352_protein_8	BGC0001101_protein_20
BGC0000352_protein_8	BGC0002622_protein_1
BGC0000352_protein_8	BGC0000815_protein_3
BGC0000352_protein_8	BGC0002248_protein_6
BGC0000352_protein_13	BGC0000352_protein_13
BGC0000352_protein_17	BGC0000352_protein_17
BGC0000352_protein_17	BGC0002470_protein_3
BGC0000352_protein_17	BGC0002491_protein_9
BGC0000352_protein_17	BGC0002715_protein_19
BGC0000352_protein_17	BGC0001014_protein_10
BGC0000352_protein_17	BGC0002687_protein_9
BGC0000352_protein_17	BGC0002570_protein_12
BGC0000354_protein_16	BGC0000354_protein_16
BGC0000354_protein_16	BGC0000379_protein_23
BGC0000354_protein_27	BGC0000354_protein_27
BGC0000354_protein_27	BGC0000379_protein_12
BGC0000354_protein_27	BGC0002657_protein_6
BGC0000354_protein_30	BGC0000354_protein_30
BGC0000354_protein_31	BGC0000354_protein_31
BGC0000354_protein_32	BGC0000354_protein_32
BGC0000354_protein_32	BGC0000702_protein_7
BGC0000354_protein_32	BGC0000720_protein_8
BGC0000354_protein_33	BGC0000354_protein_33
BGC0000357_protein_1	BGC0000357_protein_1
BGC0000357_protein_1	BGC0001290_protein_1
BGC0000357_protein_1	BGC0000304_protein_11
BGC0000357_protein_1	BGC0001166_protein_1
BGC0000357_protein_1	BGC0001240_protein_1
BGC0000357_protein_1	BGC0001402_protein_1
BGC0000357_protein_1	BGC0001699_protein_2
BGC0000357_protein_1	BGC0002172_protein_8
BGC0000357_protein_1	BGC0002178_protein_9
BGC0000357_protein_1	BGC0002259_protein_4
BGC0000357_protein_1	BGC0002203_protein_6
BGC0000360_protein_1	BGC0000360_protein_1
BGC0000360_protein_2	BGC0000360_protein_2
BGC0000360_protein_3	BGC0000360_protein_3
BGC0000360_protein_4	BGC0000360_protein_4
BGC0000360_protein_4	BGC0001457_protein_3
BGC0000360_protein_5	BGC0000360_protein_5
BGC0000795_protein_13	BGC0000795_protein_13
BGC0000795_protein_13	BGC0000806_protein_21
BGC0000795_protein_13	BGC0001412_protein_7
BGC0000795_protein_13	BGC0000223_protein_47
BGC0000795_protein_13	BGC0002373_protein_8
BGC0000795_protein_13	BGC0001510_protein_10
BGC0000795_protein_13	BGC0000760_protein_15
BGC0000795_protein_13	BGC0001947_protein_12
BGC0000795_protein_13	BGC0001751_protein_26
BGC0000795_protein_13	BGC0000789_protein_2
BGC0000795_protein_13	BGC0001487_protein_6
BGC0000795_protein_16	BGC0000795_protein_16
BGC0000795_protein_16	BGC0000774_protein_16
BGC0000795_protein_16	BGC0001654_protein_16
BGC0000795_protein_19	BGC0000795_protein_19
BGC0000795_protein_19	BGC0000957_protein_10
BGC0000795_protein_20	BGC0000795_protein_20
BGC0000795_protein_20	BGC0000957_protein_11
BGC0000795_protein_20	BGC0002637_protein_23
BGC0000795_protein_24	BGC0000795_protein_24
BGC0000796_protein_1	BGC0000796_protein_1
BGC0000796_protein_3	BGC0000796_protein_3
BGC0000796_protein_9	BGC0000796_protein_9
BGC0000796_protein_9	BGC0000752_protein_3
BGC0000796_protein_9	BGC0000692_protein_14
BGC0000796_protein_10	BGC0000796_protein_10
BGC0000796_protein_11	BGC0000796_protein_11
BGC0000796_protein_12	BGC0000796_protein_12
BGC0000796_protein_12	BGC0000868_protein_8
BGC0000796_protein_21	BGC0000796_protein_21
BGC0000797_protein_2	BGC0000797_protein_2
BGC0000797_protein_6	BGC0000797_protein_6
BGC0000797_protein_9	BGC0000797_protein_9
BGC0000797_protein_9	BGC0000759_protein_9
BGC0000797_protein_9	BGC0000768_protein_12
BGC0000797_protein_22	BGC0000797_protein_22
BGC0000797_protein_22	BGC0000759_protein_23
BGC0000798_protein_2	BGC0000798_protein_2
BGC0000799_protein_7	BGC0000799_protein_7
BGC0000799_protein_20	BGC0000799_protein_20
BGC0000800_protein_2	BGC0000800_protein_2
BGC0000800_protein_2	BGC0000768_protein_13
BGC0000800_protein_2	BGC0000759_protein_10
BGC0000800_protein_2	BGC0000761_protein_9
BGC0000800_protein_2	BGC0002384_protein_1
BGC0000800_protein_5	BGC0000800_protein_5
BGC0000800_protein_6	BGC0000800_protein_6
BGC0000800_protein_6	BGC0000800_protein_7
BGC0000800_protein_9	BGC0000800_protein_9
BGC0000800_protein_11	BGC0000800_protein_11
BGC0000800_protein_12	BGC0000800_protein_12
BGC0000801_protein_3	BGC0000801_protein_3
BGC0000801_protein_5	BGC0000801_protein_5
BGC0000801_protein_6	BGC0000801_protein_6
BGC0000801_protein_9	BGC0000801_protein_9
BGC0000801_protein_10	BGC0000801_protein_10
BGC0000801_protein_11	BGC0000801_protein_11
BGC0000801_protein_11	BGC0000762_protein_20
BGC0000801_protein_11	BGC0000759_protein_15
BGC0000801_protein_13	BGC0000801_protein_13
BGC0000801_protein_15	BGC0000801_protein_15
BGC0000801_protein_16	BGC0000801_protein_16
BGC0000801_protein_19	BGC0000801_protein_19
BGC0000801_protein_19	BGC0000801_protein_18
BGC0000801_protein_20	BGC0000801_protein_20
BGC0000895_protein_6	BGC0000895_protein_6
BGC0000895_protein_6	BGC0001818_protein_26
BGC0000895_protein_6	BGC0001593_protein_10
BGC0000895_protein_6	BGC0001764_protein_13
BGC0000895_protein_6	BGC0000877_protein_16
BGC0000895_protein_6	BGC0000431_protein_11
BGC0000895_protein_6	BGC0001117_protein_5
BGC0000895_protein_6	BGC0001752_protein_5
BGC0000895_protein_6	BGC0000960_protein_22
BGC0000895_protein_9	BGC0000895_protein_9
BGC0000895_protein_10	BGC0000895_protein_10
BGC0000895_protein_11	BGC0000895_protein_11
BGC0000896_protein_1	BGC0000896_protein_1
BGC0000896_protein_3	BGC0000896_protein_3
BGC0000896_protein_6	BGC0000896_protein_6
BGC0000896_protein_6	BGC0000188_protein_26
BGC0000896_protein_6	BGC0002676_protein_18
BGC0000896_protein_6	BGC0000048_protein_9
BGC0000896_protein_6	BGC0002564_protein_5
BGC0000896_protein_6	BGC0002329_protein_10
BGC0000896_protein_6	BGC0002563_protein_11
BGC0000896_protein_6	BGC0002565_protein_3
BGC0000896_protein_8	BGC0000896_protein_8
BGC0000896_protein_8	BGC0000374_protein_20
BGC0000896_protein_8	BGC0001441_protein_14
BGC0000896_protein_8	BGC0001733_protein_1
BGC0000896_protein_12	BGC0000896_protein_12
BGC0000896_protein_15	BGC0000896_protein_15
BGC0000896_protein_19	BGC0000896_protein_19
BGC0000896_protein_21	BGC0000896_protein_21
BGC0000896_protein_22	BGC0000896_protein_22
BGC0000897_protein_1	BGC0000897_protein_1
BGC0000897_protein_2	BGC0000897_protein_2
BGC0000897_protein_2	BGC0000937_protein_7
BGC0000897_protein_2	BGC0002666_protein_23
BGC0000897_protein_2	BGC0001020_protein_16
BGC0000897_protein_2	BGC0000872_protein_13
BGC0000897_protein_2	BGC0001002_protein_7
BGC0000897_protein_2	BGC0001191_protein_3
BGC0000897_protein_2	BGC0000288_protein_15
BGC0000897_protein_2	BGC0001327_protein_10
BGC0000897_protein_2	BGC0001329_protein_19
BGC0000897_protein_2	BGC0000291_protein_40
BGC0000897_protein_2	BGC0000414_protein_18
BGC0000897_protein_2	BGC0000360_protein_13
BGC0000897_protein_2	BGC0002358_protein_19
BGC0000897_protein_2	BGC0002367_protein_13
BGC0000897_protein_2	BGC0000721_protein_36
BGC0000897_protein_2	BGC0000315_protein_27
BGC0000897_protein_2	BGC0001191_protein_2
BGC0000897_protein_2	BGC0000288_protein_18
BGC0000897_protein_2	BGC0001151_protein_8
BGC0000897_protein_2	BGC0000845_protein_5
BGC0000897_protein_2	BGC0001716_protein_7
BGC0000897_protein_2	BGC0002588_protein_12
BGC0000897_protein_2	BGC0000388_protein_15
BGC0000897_protein_2	BGC0000316_protein_17
BGC0000897_protein_2	BGC0000458_protein_3
BGC0000897_protein_2	BGC0000394_protein_12
BGC0000897_protein_2	BGC0000432_protein_12
BGC0000897_protein_2	BGC0000963_protein_6
BGC0000897_protein_2	BGC0002148_protein_5
BGC0000897_protein_2	BGC0002567_protein_3
BGC0000897_protein_2	BGC0001587_protein_4
BGC0000897_protein_2	BGC0001379_protein_20
BGC0000897_protein_8	BGC0000897_protein_8
BGC0000897_protein_8	BGC0000406_protein_8
BGC0000897_protein_8	BGC0000938_protein_24
BGC0000897_protein_8	BGC0000807_protein_13
BGC0000897_protein_8	BGC0000806_protein_33
BGC0000897_protein_8	BGC0001055_protein_60
BGC0000897_protein_9	BGC0000897_protein_9
BGC0000897_protein_10	BGC0000897_protein_10
BGC0000897_protein_10	BGC0001739_protein_7
BGC0000897_protein_11	BGC0000897_protein_11
BGC0000897_protein_11	BGC0001108_protein_2
BGC0000897_protein_11	BGC0001048_protein_33
BGC0000897_protein_11	BGC0000369_protein_15
BGC0000897_protein_11	BGC0001614_protein_8
BGC0000897_protein_11	BGC0001058_protein_36
BGC0000897_protein_11	BGC0002350_protein_7
BGC0000897_protein_11	BGC0001048_protein_29
BGC0000897_protein_11	BGC0001094_protein_18
BGC0000897_protein_11	BGC0001716_protein_8
BGC0000897_protein_11	BGC0001574_protein_12
BGC0000897_protein_13	BGC0000897_protein_13
BGC0000897_protein_13	BGC0000253_protein_4
BGC0000897_protein_13	BGC0001384_protein_3
BGC0000897_protein_13	BGC0002499_protein_21
BGC0000897_protein_13	BGC0000814_protein_7
BGC0000897_protein_13	BGC0000885_protein_5
BGC0000897_protein_13	BGC0001184_protein_7
BGC0000897_protein_13	BGC0000956_protein_17
BGC0000897_protein_13	BGC0000178_protein_1
BGC0000897_protein_13	BGC0002492_protein_3
BGC0000897_protein_13	BGC0001345_protein_11
BGC0000897_protein_13	BGC0001231_protein_1
BGC0000897_protein_13	BGC0002528_protein_8
BGC0000897_protein_13	BGC0001119_protein_1
BGC0000897_protein_13	BGC0000662_protein_10
BGC0000897_protein_13	BGC0000144_protein_7
BGC0000897_protein_13	BGC0000093_protein_48
BGC0000897_protein_13	BGC0000925_protein_1
BGC0000897_protein_13	BGC0001377_protein_8
BGC0000897_protein_13	BGC0000445_protein_30
BGC0000897_protein_13	BGC0001378_protein_34
BGC0000897_protein_13	BGC0002087_protein_29
BGC0000897_protein_13	BGC0002131_protein_16
BGC0000897_protein_13	BGC0002386_protein_10
BGC0000897_protein_13	BGC0001295_protein_11
BGC0000897_protein_14	BGC0000897_protein_14
BGC0000897_protein_14	BGC0000897_protein_15
BGC0000897_protein_14	BGC0000093_protein_35
BGC0000899_protein_1	BGC0000899_protein_1
BGC0000899_protein_1	BGC0002106_protein_16
BGC0000899_protein_12	BGC0000899_protein_12
BGC0000901_protein_3	BGC0000901_protein_3
BGC0000903_protein_1	BGC0000903_protein_1
BGC0000903_protein_10	BGC0000903_protein_10
BGC0000903_protein_11	BGC0000903_protein_11
BGC0000904_protein_2	BGC0000904_protein_2
BGC0000904_protein_5	BGC0000904_protein_5
BGC0000904_protein_5	BGC0001220_protein_4
BGC0000904_protein_5	BGC0001035_protein_19
BGC0000904_protein_5	BGC0001371_protein_2
BGC0000904_protein_5	BGC0002543_protein_2
BGC0000904_protein_5	BGC0000339_protein_3
BGC0000904_protein_5	BGC0000240_protein_38
BGC0000904_protein_5	BGC0000415_protein_12
BGC0000904_protein_5	BGC0002430_protein_13
BGC0000904_protein_5	BGC0001479_protein_1
BGC0000904_protein_6	BGC0000904_protein_6
BGC0000904_protein_6	BGC0000709_protein_26
BGC0000904_protein_9	BGC0000904_protein_9
BGC0000904_protein_11	BGC0000904_protein_11
BGC0000904_protein_11	BGC0001126_protein_19
BGC0000904_protein_11	BGC0002036_protein_5
BGC0000905_protein_1	BGC0000905_protein_1
BGC0000905_protein_2	BGC0000905_protein_2
BGC0000905_protein_6	BGC0000905_protein_6
BGC0000905_protein_6	BGC0000906_protein_6
BGC0000905_protein_8	BGC0000905_protein_8
BGC0000905_protein_8	BGC0000906_protein_8
BGC0000905_protein_9	BGC0000905_protein_9
BGC0000905_protein_13	BGC0000905_protein_13
BGC0000905_protein_13	BGC0000906_protein_13
BGC0000905_protein_14	BGC0000905_protein_14
BGC0000905_protein_14	BGC0000906_protein_14
BGC0000905_protein_16	BGC0000905_protein_16
BGC0002638_protein_29	BGC0002638_protein_29
BGC0002638_protein_29	BGC0000597_protein_6
BGC0002638_protein_29	BGC0000595_protein_7
BGC0002638_protein_29	BGC0002520_protein_42
BGC0002638_protein_29	BGC0001288_protein_44
BGC0002638_protein_29	BGC0002520_protein_39
BGC0002638_protein_29	BGC0000182_protein_31
BGC0002638_protein_29	BGC0000220_protein_4
BGC0002638_protein_29	BGC0000213_protein_23
BGC0002638_protein_29	BGC0000187_protein_47
BGC0002638_protein_29	BGC0000171_protein_1
BGC0002638_protein_29	BGC0000296_protein_13
BGC0002638_protein_29	BGC0000833_protein_8
BGC0002638_protein_29	BGC0000380_protein_26
BGC0002638_protein_29	BGC0000942_protein_3
BGC0002638_protein_29	BGC0002694_protein_9
BGC0002638_protein_29	BGC0001143_protein_4
BGC0002638_protein_29	BGC0001339_protein_13
BGC0002638_protein_29	BGC0001441_protein_9
BGC0002638_protein_29	BGC0001440_protein_7
BGC0002638_protein_29	BGC0001966_protein_3
BGC0002638_protein_29	BGC0002188_protein_2
BGC0002638_protein_29	BGC0002259_protein_3
BGC0002638_protein_29	BGC0001290_protein_5
BGC0002638_protein_29	BGC0001358_protein_14
BGC0002638_protein_29	BGC0002543_protein_11
BGC0002638_protein_29	BGC0001220_protein_12
BGC0002638_protein_29	BGC0002611_protein_10
BGC0002638_protein_29	BGC0001035_protein_24
BGC0002638_protein_29	BGC0001399_protein_7
BGC0002638_protein_29	BGC0002238_protein_1
BGC0002638_protein_29	BGC0000129_protein_1
BGC0002638_protein_29	BGC0000327_protein_22
BGC0002638_protein_29	BGC0001147_protein_1
BGC0002638_protein_29	BGC0002042_protein_1
BGC0002638_protein_29	BGC0002718_protein_1
BGC0002638_protein_29	BGC0000110_protein_2
BGC0002638_protein_29	BGC0000324_protein_1
BGC0002638_protein_29	BGC0002409_protein_1
BGC0002638_protein_29	BGC0002467_protein_3
BGC0002638_protein_29	BGC0000141_protein_30
BGC0002638_protein_29	BGC0001140_protein_7
BGC0002638_protein_29	BGC0001154_protein_4
BGC0002638_protein_29	BGC0001945_protein_20
BGC0002638_protein_29	BGC0000118_protein_22
BGC0002638_protein_29	BGC0001891_protein_3
BGC0002638_protein_29	BGC0000257_protein_8
BGC0002638_protein_29	BGC0000950_protein_28
BGC0002638_protein_29	BGC0000951_protein_15
BGC0002638_protein_29	BGC0001063_protein_15
BGC0002638_protein_29	BGC0001442_protein_11
BGC0002638_protein_29	BGC0002090_protein_18
BGC0002638_protein_29	BGC0002370_protein_28
BGC0002638_protein_29	BGC0002381_protein_13
BGC0002638_protein_29	BGC0000259_protein_10
BGC0002638_protein_29	BGC0000258_protein_10
BGC0002638_protein_29	BGC0001225_protein_13
BGC0002638_protein_29	BGC0002048_protein_5
BGC0002638_protein_29	BGC0002675_protein_9
BGC0002638_protein_29	BGC0002676_protein_14
BGC0002638_protein_29	BGC0000374_protein_11
BGC0002638_protein_29	BGC0000378_protein_13
BGC0002638_protein_29	BGC0001101_protein_52
BGC0002638_protein_29	BGC0000042_protein_22
BGC0002638_protein_29	BGC0000167_protein_17
BGC0002638_protein_29	BGC0000078_protein_20
BGC0002638_protein_29	BGC0001452_protein_19
BGC0002638_protein_29	BGC0000951_protein_21
BGC0002638_protein_29	BGC0000950_protein_18
BGC0002638_protein_29	BGC0001597_protein_18
BGC0002638_protein_29	BGC0001658_protein_7
BGC0002638_protein_29	BGC0001770_protein_9
BGC0002638_protein_29	BGC0002517_protein_8
BGC0002638_protein_29	BGC0002376_protein_29
BGC0002638_protein_29	BGC0000202_protein_44
BGC0002638_protein_29	BGC0001922_protein_21
BGC0002638_protein_29	BGC0000378_protein_25
BGC0002638_protein_29	BGC0000956_protein_10
BGC0002638_protein_29	BGC0001054_protein_4
BGC0002638_protein_29	BGC0001349_protein_10
BGC0002638_protein_29	BGC0000029_protein_13
BGC0002638_protein_29	BGC0000142_protein_18
BGC0002638_protein_29	BGC0001194_protein_8
BGC0002638_protein_29	BGC0001433_protein_25
BGC0002638_protein_29	BGC0000093_protein_7
BGC0002638_protein_29	BGC0001897_protein_10
BGC0002638_protein_29	BGC0001611_protein_20
BGC0002638_protein_29	BGC0000145_protein_13
BGC0002638_protein_29	BGC0001813_protein_6
BGC0002638_protein_29	BGC0001823_protein_18
BGC0002638_protein_29	BGC0002020_protein_2
BGC0002638_protein_29	BGC0002636_protein_12
BGC0002638_protein_29	BGC0000238_protein_28
BGC0002638_protein_29	BGC0000237_protein_5
BGC0002638_protein_29	BGC0000409_protein_25
BGC0002638_protein_29	BGC0002010_protein_15
BGC0002638_protein_29	BGC0001464_protein_6
BGC0002638_protein_29	BGC0000654_protein_20
BGC0002638_protein_29	BGC0000832_protein_14
BGC0002638_protein_29	BGC0000890_protein_7
BGC0002638_protein_29	BGC0000907_protein_6
BGC0002638_protein_29	BGC0000956_protein_11
BGC0002638_protein_29	BGC0001159_protein_6
BGC0002638_protein_29	BGC0000128_protein_9
BGC0002638_protein_29	BGC0000127_protein_9
BGC0002638_protein_29	BGC0000131_protein_4
BGC0002638_protein_29	BGC0000986_protein_1
BGC0002638_protein_29	BGC0001172_protein_14
BGC0002638_protein_29	BGC0002096_protein_7
BGC0002638_protein_29	BGC0000428_protein_5
BGC0002638_protein_29	BGC0001934_protein_6
BGC0002638_protein_29	BGC0001465_protein_8
BGC0002638_protein_29	BGC0000891_protein_7
BGC0002638_protein_29	BGC0001750_protein_3
